IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,,,
RRDNEUS4MH01,14,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDNEUS4MH01,10,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDNEUS4MH01,12,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDNEUS4MH01,11,Research Degree:  Neuroscience joint with National Institute of Mental Health (4 years),BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDNEUS4YR01,12,Research Degree:  Neuroscience (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDNEUS4YR01,14,Research Degree:  Neuroscience (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDOPHSING01,14,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2013,2013/14,23-Sep-13,Full-time,,,,
RRDOPHSING01,15,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2013,2013/14,23-Sep-13,Part-time,,,,
RRDOPHSING01,12,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2012,2012/13,24-Sep-12,Full-time,,,,
RRDOPHSING01,10,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2011,2011/12,26-Sep-11,Full-time,,,,
RRDOPHSING01,11,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2011,2011/12,26-Sep-11,Part-time,,,,
RRDOPHSING01,13,Research Degree:  Ophthalmology,BRN,Faculty of Brain Sciences,OPHTH_BRN,Institute of Ophthalmology,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPHISING01,14,Research Degree:  Philosophy,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPHISING01,15,Research Degree:  Philosophy,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPHISING01,11,Research Degree:  Philosophy,ART,Faculty of Arts and Humanities,PHILO_ART,Philosophy,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPHYSING01,15,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPHYSING01,13,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPHYSING01,10,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPHYSING01,11,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPHYSING01,12,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPHYSING01,14,Research Degree:  Physics and Astronomy,MAP,Faculty of Mathematical and Physical Sciences,PHYSA_MAP,Physics and Astronomy,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSCEH01,14,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSCEH01,15,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSCEH01,10,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSCEH01,11,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSCEH01,12,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSCEH01,13,"Research Degree:  Clinical, Educational and Health Psychology",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSCPB01,8,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSCPB01,10,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSCPB01,13,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSCPB01,9,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSCPB01,11,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSCPB01,12,"Research Degree: Cognitive, Perceptual and Brain Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSDSC01,9,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSDSC01,8,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSDSC01,11,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSDSC01,10,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSDSC01,13,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSDSC01,12,Research Degree: Developmental Science,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSICN01,13,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSICN01,12,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSICN01,10,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSICN01,9,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSICN01,8,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSICN01,11,Research Degree: Institute of Cognitive Neuroscience,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSLAN01,8,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSLAN01,9,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSLAN01,12,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSLAN01,13,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSLAN01,10,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSLAN01,11,Research Degree: Language and Communication,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSLIN01,11,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSLIN01,10,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSLIN01,13,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSLIN01,8,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSLIN01,9,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSLIN01,12,Research Degree: Linguistics,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSSHP01,11,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSSHP01,8,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSSHP01,9,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSSHP01,13,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPLSSSHP01,12,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSSHP01,10,"Research Degree: Speech, Hearing and Phonetic Sciences",BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSUIC01,10,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPLSSUIC01,11,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPLSSUIC01,12,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPLSSUIC01,8,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPLSSUIC01,9,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPLSSUIC01,13,Research Degree: UCL Interaction Centre,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPOLSING01,10,Research Degree:  Political Science,SHS,Faculty of Social and Historical Sciences,POLSC_SHS,Political Science,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPOLSING01,11,Research Degree:  Political Science,SHS,Faculty of Social and Historical Sciences,POLSC_SHS,Political Science,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOLSING01,12,Research Degree:  Political Science,SHS,Faculty of Social and Historical Sciences,POLSC_SHS,Political Science,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPOLSING01,13,Research Degree:  Political Science,SHS,Faculty of Social and Historical Sciences,POLSC_SHS,Political Science,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSCHI01,10,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPOPSCHI01,15,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPOPSCHI01,14,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPOPSCHI01,11,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOPSCHI01,12,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPOPSCHI01,13,Research Degree: Health Informatics and Multiprofessional Education,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSEPI01,11,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSEPI01,10,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPOPSEPI01,9,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOPSEPI01,8,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPOPSEPI01,12,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Full-time,,,,
RRDPOPSEPI01,13,Research Degree: Epidemiology and Public Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2013,2013/14,23-Sep-13,Part-time,,,,
RRDPOPSIPH01,11,Research Degree: Infection and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSIPH01,10,Research Degree: Infection and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPOPSIPH01,9,Research Degree: Infection and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOPSIPH01,8,Research Degree: Infection and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPOPSMHS01,9,Research Degree: Mental Health Sciences,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOPSMHS01,11,Research Degree: Mental Health Sciences,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSMHS01,10,Research Degree: Mental Health Sciences,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDPOPSPRI01,11,Research Degree: Primary Care and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Part-time,,,,
RRDPOPSPRI01,9,Research Degree: Primary Care and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Part-time,,,,
RRDPOPSPRI01,8,Research Degree: Primary Care and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2011,2011/12,26-Sep-11,Full-time,,,,
RRDPOPSPRI01,10,Research Degree: Primary Care and Population Health,PHS,Faculty of Population Health Sciences,POPUL_PHS,Division of Population Health,2012,2012/13,24-Sep-12,Full-time,,,,
RRDQATSING01,4,Research Degree: UCL-Q,INT,Office for International Affairs,UCL-Q_INT,UCL Qatar,2013,2013/14,23-Sep-13,Full-time,,,,
RRDQATSING01,1,Research Degree: UCL-Q,INT,Office for International Affairs,UCL-Q_INT,UCL Qatar,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSCASING01,12,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSCASING01,13,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDSCASING01,11,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDSCASING01,10,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDSCASING01,15,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDSCASING01,14,Research Degree:  Scandinavian Studies,ART,Faculty of Arts and Humanities,SCAND_ART,Scandinavian Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDSCCS4MR01,1,"Research Degree: MRC Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,,,
RRDSCCS4MR01,4,"Research Degree: MRC Structural, Computational and Chemical Biology (4 years)",LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSCSSING01,7,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSCSSING01'), '2012-08-24',7,'FULL_TIME');"
RRDSCSSING01,10,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Part-time,PART_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSCSSING01'), '2013-08-23',10,'PART_TIME');"
RRDSCSSING01,5,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2013-09-23,
RRDSCSSING01,6,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2011,2011/12,26-Sep-11,Part-time,PART_TIME,,2011-09-26,
RRDSCSSING01,9,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSCSSING01'), '2013-08-23',9,'FULL_TIME');"
RRDSCSSING01,8,Research Degree: Security and Crime Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Part-time,PART_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSCSSING01'), '2012-08-24',8,'PART_TIME');"
RRDSECSING01,13,Research Degree: Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2013,2013/14,23-Sep-13,Full-time,FULL_TIME,23-08-13,2013-08-23,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSECSING01'), '2013-08-23',13,'FULL_TIME');"
RRDSECSING01,7,Research Degree: Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2011,2011/12,26-Sep-11,Full-time,FULL_TIME,,2012-09-24,
RRDSECSING01,10,Research Degree: Security Science,ENG,Faculty of Engineering Sciences,SECUR_ENG,Security and Crime Science,2012,2012/13,24-Sep-12,Full-time,FULL_TIME,24-08-12,2012-08-24,"insert into PROGRAM_INSTANCE(program_id, deadline, sequence, study_option) values((select id from PROGRAM where code = 'RRDSECSING01'), '2012-08-24',10,'FULL_TIME');"
RRDSPASING01,15,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2013,2013/14,23-Sep-13,Part-time,,,,
RRDSPASING01,14,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2013,2013/14,23-Sep-13,Full-time,,,,
RRDSPASING01,12,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSPASING01,11,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2011,2011/12,26-Sep-11,Part-time,,,,
RRDSPASING01,10,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2011,2011/12,26-Sep-11,Full-time,,,,
RRDSPASING01,13,Research Degree:  Spanish and Latin American Studies,ART,Faculty of Arts and Humanities,SPANS_ART,Spanish and Latin American Studies,2012,2012/13,24-Sep-12,Part-time,,,,
RRDSPSSING01,10,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2011,2011/12,26-Sep-11,Full-time,,,,
RRDSPSSING01,15,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2013,2013/14,23-Sep-13,Part-time,,,,
RRDSPSSING01,14,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2013,2013/14,23-Sep-13,Full-time,,,,
RRDSPSSING01,12,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSPSSING01,11,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2011,2011/12,26-Sep-11,Part-time,,,,
RRDSPSSING01,13,Research Degree:  Space and Climate Physics,MAP,Faculty of Mathematical and Physical Sciences,SPACE_MAP,Space and Climate Physics,2012,2012/13,24-Sep-12,Part-time,,,,
RRDSRGSING01,15,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Part-time,,,,
RRDSRGSING01,13,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2011,2011/12,26-Sep-11,Part-time,,,,
RRDSRGSING01,14,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSRGSING01,12,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2011,2011/12,26-Sep-11,Full-time,,,,
RRDSRGSING01,16,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Full-time,,,,
RRDSRGSING01,17,Research Degree: Division of Surgery and Interventional Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Part-time,,,,
RRDSRGSORT01,11,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2011,2011/12,26-Sep-11,Part-time,,,,
RRDSRGSORT01,12,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Full-time,,,,
RRDSRGSORT01,13,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2012,2012/13,24-Sep-12,Part-time,,,,
RRDSRGSORT01,10,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2011,2011/12,26-Sep-11,Full-time,,,,
RRDSRGSORT01,14,Research Degree: Division of Orthopaedics and Musculoskeletal Science,MDS,Faculty of Medical Sciences,SURGS_MDS,Division of Surgery and Interventional Science,2013,2013/14,23-Sep-13,Full-time,,,,
