L171,Capitalism,"The study of the economic system which is based upon the private ownership of the means of production, distribution and exchange."
L172,Monetarism,The study of the system based upon the theory that an economy can be regulated by means of central control of the money supply.
L173,Keynesianism,The system based upon the idea that governments can manage economies by influencing the level of aggregate demand.
L174,Collectivism,"The study of the system based upon the principle of ownership of the means of production, distribution and exchange by the state, or the people."
L190,Economics not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Economic categories. To be used sparingly.
L200,Politics,The study of activities related to the institution of the state and the machinery of government or the method through which social conflict is expressed and attempts to resolve conflict are made.
L210,Political Theories,Collections of ideas that seek to explain the organisation of society and/or resolve conflicts within society.
L211,Liberalism,Political doctrine that emphasises the freedom of the individual and individual rights while minimising the need for external constraints.
L212,Conservatism,Political doctrine that emphasises the need for ordered control of society through the organisation of the state and the upholding of existing traditions and values.
L213,Socialism,"Political doctrine that espouses social organisation of society based on co-operation, collectivism, egalitarianism and the communal ownership of the means of production."
L214,Nationalism,Political doctrine that promotes the self-determination of the nation.
L215,Fascism,Political doctrine that emphasises the dominance and the hierarchical authoritarian organisation of the state.
L216,Feminism,Political doctrine that highlights and attempts to reverse any inequalities in society based on gender differences.
L217,Environmentalism,Political doctrine that believes that human life can only be understood in the context of the natural world and that progress lies in the preservation of the natural environment.
L218,Anarchism,Political doctrine that advocates the abolition of central authority so that a more natural social order can develop.
L220,Political Systems,The study of the organisation and functions of various methods of government.
L221,Autocracy,The system of government that embodies the rule of an individual with unrestricted authority.
L222,Democracy,The system of government based on the consent of the governed.
L223,Plutocracy,The system of government that embodies the rule of the wealthy.
L224,Oligarchy,The system of government that embodies the rule of the few over the many.
L230,UK Government/Parliamentary Studies,The examination of the structure and function of the UK system of government.
L231,Public Administration,The study of the functions and structure of those bodies concerned with the administrative duties of government.
L232,UK Constitutional studies,"The examination of the nature, content, implications and role of the UK constitution in the UK system of government."
L240,International Politics,"The study of political structures, functions and theories among the international community."
L241,European Union Politics,"The study of the structures, functions and theories of politics within the European Union."
L242,Commonwealth Politics,"The study of the structures, functions and theories of politics within the Commonwealth."
L243,Politics of a specific country/region,"The study of the structures, functions and theories of politics within the specific countries or regions."
L244,International Constitutional studies,"The examination of the nature, content, implications and role of constitutions in international systems of government."
L250,International Relations,The study of the interaction between members of the international community.
L251,Strategic studies,The study of strategies designed to promote and defend the autonomy and interests of a country within the international community.
L252,War & Peace studies,The examination of the procedures and processes that contribute to war or peace.
L260,Comparative Politics,"The comparative study of differing political structures, political functions and political theories."
L290,Politics not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Politics categories. To be used sparingly.
L300,Sociology,The systematic study of human social institutions and social relationships.
L310,Applied Sociology,The study of the application of sociological principles and techniques to particular social institutions or types of social relationship.
L320,Gender studies,The study of the sociological influence of gender.
L321,Women's Studies,The study of the role and influence of women in society.
L322,Men's Studies,The study of the role and influence of men in society.
L330,Ethnic studies,The study of the sociological influence of ethnicity.
L340,Disability in Society,The study of the sociological influence of disability.
L350,Religion in Society,The study of the sociological influence of religion.
L360,Socio-economics,The study of the inter-relationship between sociological and economic factors.
L370,Social Theory,The study of the concept of social behaviour.
L371,Social Hierarchy,The study of social stratification.
L380,Political Sociology,The study of the sociological dimensions of politics.
L390,Sociology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Sociology categories. To be used sparingly.
L391,Sociology of Science and Technology,The study of the influence of new scientific and technological developments on society.
L400,Social Policy,The study of the policies of institutions which are designed to modify the balance of sociological factors.
L410,UK Social Policy,The study of the policies of UK institutions which are designed to modify the balance of sociological factors.
L420,International Social Policy,The study of the policies of international institutions which are designed to modify the balance of sociological factors.
L430,Public Policy,The study of policies implemented by local and central governments to influence sociological factors.
L431,Health Policy,The study of policies implemented by local and central governments to influence the public health of societies.
L432,Welfare Policy,The study of policies implemented by local and central governments to provide support for vulnerable and under-privileged members of society.
L433,Education Policy,The study of policies implemented by local and central governments to provide for the educational needs of society.
L434,Transport Policy,The study of policies implemented by local and central governments to provide for the transportation needs of society.
L435,Security Policy,The study of policies implemented by local and central governments to uphold and defend the structure and authority of the state.
L490,Social Policy not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Social Policy and Administration categories. To be used sparingly.
L500,Social Work,The study of the organised means of providing basic support services for vulnerable/under-privileged individuals and/or groups.
L510,Health & Welfare,The study of Social Work services aimed at support of the health and welfare of vulnerable/under-privileged individuals or groups.
L520,Child Care,The study of Social Work services aimed at support of vulnerable/under-privileged children in society.
L530,Youth Work,The study of Social Work services aimed at support of vulnerable/under-privileged youths in society.
L540,Community Work,The study of Social Work services aimed at support of vulnerable/under-privileged people within particular communities in society.
L550,Careers Guidance,The study of the provision of support services aimed at helping people to make informed and rational career decisions.
L560,Probation/After Care,The study of the provision of services aimed at supervising criminal offenders and supporting their rehabilitation into society following punishment.
L590,Social Work not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Social Work categories. To be used sparingly.
L600,Anthropology,"The study of human beings, their antecedents and related primates, and their cultural behaviour and institutions, in comparative perspective."
L610,Social and Cultural Anthropology,The branch of Anthropology that deals with social phenomena such as kinship systems or beliefs.
L620,Physical and Biological Anthropology,The branch of Anthropology that deals with physical and biological factors in societies.
L690,Anthropology not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Anthropology categories. To be used sparingly.
L700,Human and Social Geography,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life."
L710,Human and Social Geography by area,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in a particular area."
L711,Human and Social Geography of Europe,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the European continent."
L712,Human and Social Geography of Asia,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the Asian continent."
L713,Human and Social Geography of Africa,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the African continent."
L714,Human and Social Geography of Australasia,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the Australasian continent."
L715,Human and Social Geography of the Americas,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the American continent."
L716,Human and Social Geography of Arctic/Antarctic,"The systematic study of the spatial distribution and inter-relationships of people, natural resources, plant and animal life in the Arctic & Antarctic continents."
L720,Human and Social Geography by topic,The study of particular topics within Human and Social Geography.
L721,Economic Geography,The study of the relationship between economic factors and the distribution and interaction of people with the natural environment.
L722,Urban Geography,The study of the relationship between people and the environment in towns and cities.
L723,Political Geography,The study of the influence of political factors in the distribution of populations and their effect on the environment.
L724,Transport Geography,The study of the influence of travel and transport on populations and the environment.
L725,Historical Geography,"The study of earlier and continuing topographical, topological and social developments and their influence on populations and the environment."
L726,Cultural Geography,The study of the influence of beliefs and value systems on populations and the environment.
L727,Agricultural Geography,The study of agricultural influences on populations and the environment.
L790,Human and Social Geography not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Human and Social Geography categories. To be used sparingly.
L900,Others in Social studies,Miscellaneous grouping for related subjects which do not fit into the other Social studies categories. To be used sparingly.
L990,Social studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Social studies categories. To be used sparingly.
M000,Law,
M100,Law by area,The study of the law as defined in particular geographic regions.
M110,UK Legal Systems,The study of the law of the United Kingdom.
M111,English Law,The study of the Law of England.
M112,Welsh Law,The study of the law of Wales.
M113,Northern Irish Law,The study of the law of Northern Ireland.
M114,Scottish Law,The study of the law of Scotland.
M120,European Union Law,The study of European law.
M130,Public International Law,The study of the law governing countries beyond the boundaries of the European Union.
M140,Comparative Law,The study of different legal structures and systems.
M190,Law by Area not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Law by Area categories. To be used sparingly.
M200,Law by Topic,The study of particular aspects of law.
M210,Public Law,The study of the definition and application of public law.
M211,Criminal Law,The study of the definition and application of criminal law.
M220,Private Law,The study of the definition and application of private law.
M221,Business and Commercial Law,The study of the definition and application of business and commercial law.
M222,Contract Law,The study of the law of contracts.
M223,Property Law,The study of the law of property.
M224,Torts,The study of civil wrongs and injuries.
M240,Jurisprudence,The science or philosophy of law.
M250,Legal Practice,The study of the duties and requirements of legal representation.
M260,Medical Law,The study of the law relating to the practice of medicine.
M290,Law by topic not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Law by Topic categories. To be used sparingly. M900 Other in Law
M990,Law not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Law categories. To be used sparingly.
N000,Business and Administrative studies,
N100,Business studies,The study of organisations and the environment in which they operate.
N110,European Business studies,The study of organisations and their operations within Europe.
N120,International Business studies,The study of organisations and their operations throughout the world.
N190,Business studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Business studies categories. To be used sparingly.
N200,Management studies,The study of managing organisations.
N210,Management Techniques,The specific techniques for managing an organisation.
N211,Strategic Management,The techniques involved in the formation and implementation of a strategy within an organisation.
N212,Creative Management,Techniques for creative problem solving and the management of creativity in others.
N213,Project Management,"The techniques specific to the planning, managing and monitoring of projects."
N214,Change Management,The specific techniques involved in the planning and management of change within an organisation.
N215,Organisational Development,"The techniques involved in the development of an organisations physical and human resources, structure and culture."
N220,Institutional Management,The study of the specific techniques required for the management of specific types of institutions.
N221,Hotel and Catering,"The specific management techniques involved in the management of hotels, restaurants and similar establishments."
N222,Recreation/Leisure Management,The specific management techniques involved in the management of leisure and recreational establishments.
N223,Domestic Management,"The specific management techniques involved in the management of homes for the elderly or infirm, and similar establishments."
N224,Management and Organisation of Education,"The study of the personnel and administration necessary for the efficient organisation of an education establishment. May include investigation of disparate subjects such as office skills, bookkeeping, interpersonal skills, child welfare etc."
N230,Land and property management,"The techniques involved in the management of land, buildings and similar physical resources."
N231,Land Management,The techniques involved in the management of land.
N232,Property Management,The techniques involved in the management of buildings and other structures.
N234,Valuation and Auctioneering,The specific techniques involved in the valuation and auctioneering of property.
N240,Retail Management,The specific techniques involved in the management of retail outlets.
N290,Management studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Management studies categories. To be used sparingly.
N300,Finance,"The study of financial systems, regulations and reporting."
N310,Banking,The study of the banking industry.
N320,Investment and Insurance,The study of the investment and insurance industries and the techniques used therein.
N321,Investment,The study of the investment industry and the techniques used therein.
N322,Insurance,The study of the investment insurance and the techniques used therein.
N323,Actuarial Science,The application of statistical concepts within the financial industry.
N330,Taxation,The study of the rules and operations of taxation systems.
N340,Financial Management,"The study of the management of money, capital and credit."
N341,Financial Risk,"The study of the risks involved in the handling of money, capital and credit."
N390,Finance not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Finance categories. To be used sparingly.
N400,Accounting,"The study of the rules, standards and methods of financial accounting within organisations."
N410,Accountancy,"The application of the rules, standards and methods of financial accounting within organisations."
N411,Cost and Management Accountancy,The application cost and management accounting techniques within organisations.
N412,Public Accountancy,The application accounting techniques that are specific to public sector organisations.
N413,Book-keeping,The techniques involved in recording financial information within organisations.
N420,Accounting Theory,The study of the theoretical basis of accounting practice.
N421,Auditing of Accounts,The specific techniques involved in auditing financial accounts.
N422,Financial Reporting,"The study of specific techniques involved in explaining and disclosing transactions involving money, capital and credit."
N490,Accounting not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Accounting categories. To be used sparingly.
N500,Marketing,The techniques involved in the management of an organisations relationship with its customers and the world at large.
N510,Market Research,"The specific techniques involved in the identification, definition and research of markets for an organisations products or services."
N520,Sales Management,The specific techniques involved in the management of a sales function within an organisation.
N530,Distribution,The techniques involved in delivering a product or service to a customer or end user.
N550,International Marketing,The specific techniques involved in marketing goods or services to other countries or cultures.
N560,Promotion and Advertising,The techniques involved in the promotion and advertising of an organisation or an organisation's products.
N561,Advertising,"The study of promotional displays, whether presented orally or visually, in order to sell items and services or to publicise events. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves."
N562,Corporate Image,The study of the way an organisation is perceived by its members and the public. Includes the impact of promotional displays in order subliminally to recall a particular company or product.
N563,Sponsorship,The study of the provision of funds for an activity or charity in order to gain publicity.
N590,Marketing not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Marketing categories. To be used sparingly.
N600,Human Resource Management,The specific techniques involved in the management and development of an organisation's human resources.
N611,Industrial Relations,The specific techniques involved in the management of people in a situation involving trade unions or similar staff organisations.
N612,Staff Development,The specific techniques involved in the development of an organisation's human resources.
N613,Training Methods,The study of specific techniques involved in teaching within a business environment.
N614,Recruitment Methods,The study of specific techniques involved in recruitment.
N620,Health and Safety Issues,The study of issues relating to health and safety in the workplace.
N690,Human Resources not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Human Resources categories. To be used sparingly.
N700,Office skills,The generic skills involved in organisational administration.
N710,Office Administration,The skills involved in office administration and management.
N720,Secretarial and Typing skills,Generic secretarial skills.
N721,Audio Typing,The typing of documents from a spoken source.
N722,Shorthand and Shorthand Transcription,Study of shorthand writing and transcription back into normal English.
N790,Office skills not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Office skills categories. To be used sparingly.
N800,"Tourism, Transport and Travel","The study of the tourism, transport and travel industry."
N810,Travel Management,"The specific study of the travel industry, its structure, regulation and distribution methods."
N820,Event Management,"The study of managing one-off events such as conferences, shows and visits."
N830,UK Tourism,The study of the tourist industry within the UK.
N840,International Tourism,The study of the world-wide tourism industry.
N850,Transport Studies,The study of the organisation and management of transport systems.
N851,Land Travel,"The study of the organisation and management of land-based transport systems. Includes transport by rivers, lakes and canals."
N852,Sea Travel,The study of the organisation and management of salt-water transport systems.
N853,Air Travel,The study of the organisation and management of air transport systems.
N890,"Tourism, Transport and Travel not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Tourism, Transport and Travel categories. To be used sparingly."
N900,Others in Business and Administrative studies,Miscellaneous grouping for related subjects which do not fit into the other Business and Administrative studies categories. To be used sparingly.
N990,Business and Administrative studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Business and Administrative categories. To be used sparingly.
P000,Mass Communications and Documentation,
P100,Information Services,"The study of the administration of information resources and services. Includes the collection, sorting and ordering of data and information. Encompasses the cataloguing of sources and the arrangement of archives. May include care, management and organisation of exhibits."
P110,Information Management,"The study of the specification, use and availability of information services."
P120,Librarianship,The training of professional library staff in the administration of library resources and services.
P121,Library studies,The study of the professional administration of library resources and services. Includes the collecting and cataloguing of information and archives.
P130,Curatorial studies,The training of professional museum staff in the administration of museum resources and services.
P131,Museum studies,"The study of the professional administration of museum resources and services. May include the care, management and organisation of exhibits."
P132,Archive studies,The study of the professional administration of archive resources and services. Includes the collecting and cataloguing of information.
P190,Information Services not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Information Services categories. To be used sparingly
P200,Publicity studies,"The study of the transmission of information and/or knowledge. Includes study of the techniques of attracting attention. May include media practices and production, cultural differences and communication on an individual, group or national basis."
P210,Public Relations,"The study of creating, promoting and maintaining a favourable image among the public towards an individual or organisation."
P290,Publicity studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Publicity studies categories. To be used sparingly.
P300,Media studies,"The study of communication between people through broadcasting, cinema, the press and by electronic means. May involve the study of the media industry, technical innovations and the role of audiences."
P301,Television studies,"The study of communication between people through television. May involve study of the television industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves."
P302,Radio studies,"The study of communication between people through radio. May involve study of the radio industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves."
P303,Film studies,"The study of communication between people through film. May involve study of the film industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves."
P304,Electronic Media studies,"The study of the communication of people through electronic media. May involve study of the internet, world wide web, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the equipment and technology."
P305,Paper-based Media studies,"The study of the communication between people through paper-based media. May involve the study of books, newspapers and magazines, technical development and the role of audiences. Concentrates on business, management and financial aspects and not on the printing and technical expertise."
P310,Media Production,The study of the organisation and presentation of media events.
P311,Television Production,The study of the organisation and presentation of events on television.
P312,Radio Production,The study of the organisation and presentation of events on radio.
P313,Film Production,The study of the organisation and presentation of events on film.
P390,Media studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Media studies categories. To be used sparingly.
P400,Publishing,"The study of the production, distribution and sale of information made available by printed, electronic or other means."
P410,Electronic Publishing,"The study of the production, distribution and sale of information by electronic means."
P411,Publishing on audio/video tape,"The study of the production, distribution and sale of information on audio/video tape."
P412,Publishing on CD-ROM,"The study of the production, distribution and sale of information on CD ROM."
P413,Publishing via the World Wide Web,"The study of the production, distribution and sale of information via the World Wide Web."
P420,Multi-media Publishing,"The study of the production, distribution and sale of information in a variety of ways, in sequence or parallel."
P430,Interactive Publishing,"The study of the production, distribution and sale of information which the recipient, with the right equipment, is able to interrogate and manipulate."
P490,Publishing not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Publishing categories. To be used sparingly.
P500,Journalism,"The study of reporting, photographing and editing news stories. Includes the ownership and control of the press and the power it conveys. Also includes study of political, ethical and economic influences."
P510,Factual Reporting,The study of the dissemination of factual information.
P590,Journalism not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Journalism categories. To be used sparingly.
P900,Others in Mass Communications and Documentation,Miscellaneous grouping for related subjects which do not fit into the other Mass Communications and Documentation categories. To be used sparingly.
P990,Mass Communications and Documentation not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Others in Mass Communications and Documentation categories. To be used sparingly.
Q000,"Linguistics, Classics and related subjects",
Q100,Linguistics,"The study of the nature of language, its development and acquisition. May involve some study of human vocal anatomy."
Q110,Applied Linguistics,The investigation of the acquisition of language and how to improve it. Includes study of language impairment and how to remedy it. Also includes Language Pathology.
Q120,Historical Linguistics,"The study of the structure and development of languages, now dead, which form the root of modern languages. May also be called Philology."
Q130,Phonetics and Phonology,The study of speech and language from the point of view of sound analysis.
Q131,Phonetics,"The study of speech processes, including the production, perception and analysis of speech sound. Includes speech acoustics, anatomy and physiology."
Q132,Phonology,The study of the sound systems of languages.
Q140,Sociolinguistics,The study of socially-conditioned factors in language and language use.
Q150,Psycholinguistics,The study of cognition and the effects of psychology on linguistic understanding and ability.
Q160,English Linguistics,"The study of the structure, development, spread and acquisition of the language of the English-speaking peoples. Includes English dialects and English-based pidgin and Creole languages."
Q170,Linguistics of non-English European Languages,"The study of the structure, development, spread and acquisition of the languages of non-English-speaking peoples."
Q171,French Linguistics,"The study of the structure, development, spread and acquisition of the languages of the French-speaking peoples."
Q172,German Linguistics,"The study of the structure, development, spread and acquisition of the languages of the German-speaking peoples."
Q173,Italian Linguistics,"The study of the structure, development, spread and acquisition of the languages of the Italian-speaking peoples."
Q174,Spanish Linguistics,"The study of the structure, development, spread and acquisition of the languages of the Spanish-speaking peoples."
Q175,Russian Linguistics,"The study of the structure, development, spread and acquisition of the languages of the Russian-speaking peoples."
Q176,Linguistics of Scandinavian Languages,"The study of the structure, development, spread and acquisition of the languages of the Scandinavian peoples."
Q177,Linguistics of Slavonic and East-European Languages,"The study of the structure, development, spread and acquisition of the languages of the Slavonic and East-European peoples."
Q178,Linguistics of Ancient and Classical Languages,"The study of the structure, development, spread and acquisition of Ancient and/or Classical languages."
Q180,"Linguistics of non-English, non-European Languages","The study of the structure, development, spread and acquisition of the languages of non-English-speaking non-European peoples."
Q181,Chinese Linguistics,"The study of the structure, development, spread and acquisition of the languages of the Chinese-speaking peoples."
Q182,Japanese Linguistics,"The study of the structure, development, spread and acquisition of the languages of the Japanese-speaking peoples."
Q183,Linguistics of Other Asian Languages,"The study of the structure, development, spread and acquisition of the languages of other Asian peoples."
Q184,Linguistics of Middle-Eastern Languages,"The study of the structure, development, spread and acquisition of the languages of Middle-Eastern peoples."
Q185,Linguistics of African Languages,"The study of the structure, development, spread and acquisition of the languages of the African peoples."
Q190,Linguistics not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Linguistics categories. To be used sparingly.
Q200,Comparative Literary studies,"The study of the writers, literatures and literary history of various countries and languages using the techniques of literary analysis and interpretation."
Q210,Literature in translation,"The study, analysis and interpretation of literature translated into a language other than the one in which it was originally written."
Q220,Literature in its original language,"The study, analysis and interpretation of literature written in a language other than English."
Q290,Comparative Literary studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Comparative Literary studies categories. To be used sparingly.
Q300,English studies,"The study of the English language and literature originally written in English using the techniques of literary analysis and interpretation. May involve studying the structure of the language, its history, grammar and use."
Q310,English Language,"The study of the history, grammar and use of English. Includes pronunciation and articulation."
Q320,English Literature,The study of literature originally written in English. Includes the use of techniques of literary analysis and interpretation.
Q321,English Literature by period,The study of English Literature written within a particular chronological period.
Q322,English Literature by author,The study of the works of a particular author of English Literature.
Q323,English Literature by topic,"The study of English Literature written describing particular cultures, societies, skills, periods of history, etc."
Q330,English as a second language,The study of the structure and acquisition of English from the point of view of a non-native speaker. Includes pronunciation and articulation.
Q340,English Literature written as a second language,The study of English Literature written by authors whose native language is not English.
Q390,English studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other English studies categories. To be used sparingly.
Q400,Ancient Language studies,"The study of ancient languages, their structure and semantics. May involve investigation into their linguistic, social and/or religious significance and their position as the basis for modern languages."
Q410,Ancient Egyptian,"The study of the structure, semantics, cultural significance and hieroglyphics of ancient Egyptian."
Q411,Coptic,"The study of the structure, semantics and cultural significance of the Afro-Asiatic language descended from ancient Egyptian and surviving in the Coptic church."
Q420,Classical Arabic,"The study of the structure, semantics and cultural significance of classical Arabic."
Q430,Akkadian,"The study of the structure, semantics and cultural significance of the East Semitic branch of the Afro-Asiatic language used in central Mesopotamia."
Q440,Sumerian,"The study of the structure, semantics and cultural significance of the language of the Sumer civilisation which bears no known relationship to any other language."
Q450,Sanskrit,"The study of the structure, semantics and cultural significance of the oldest recorded branch of the Indic branch of the Indo-European ancient language of India."
Q460,Prakrit,"The study of the structure, semantics and cultural significance of the ancient vernacular language of India."
Q470,Aramaic,"The study of the structure, semantics and cultural significance of the ancient language of the Middle-East."
Q480,Hebrew,"The study of the structure, semantics and cultural significance of the ancient language of the Jews."
Q490,Ancient Language studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Ancient Language categories. To be used sparingly.
Q500,Celtic studies,The study of Celtic culture and its literature using the techniques of literary analysis and interpretation. Involves language study and/or comparison between languages.
Q510,Ancient Celtic studies,The study of ancient Celtic culture and its literature using the techniques of literary analysis and interpretation. Involves language study and/or comparison between languages.
Q520,Modern Celtic studies,The study of modern Celtic culture and its literature using the techniques of literary analysis and interpretation. Involves language study and/or comparison between languages.
Q521,Goidelic group of languages,"The study of the northern group of Celtic languages, consisting of Scottish and Irish Gaelic and Manx. Involves study and comparison of literature and languages. May also be called Goidhelic or Gadhelic."
Q522,Brythonic group of languages,"The study of the southern group of Celtic languages, consisting of Welsh, Cornish and Breton. Involves study and comparison of literature and languages. May also be called Brittonic."
Q530,Scottish Gaelic,"The study of the history, grammar and use of Scottish Gaelic. Includes acquisition, pronunciation and articulation."
Q531,Scottish Gaelic Literature,The study of literature originally written in Scottish Gaelic. Includes the use of techniques of literary analysis and interpretation.
Q540,Irish Gaelic,"The study of the history, grammar and use of Irish Gaelic. Includes acquisition, pronunciation and articulation."
Q541,Irish Gaelic Literature,The study of literature originally written in Irish Gaelic. Includes the use of techniques of literary analysis and interpretation.
Q550,Manx,"The study of the history, grammar and use of Manx. Includes acquisition, pronunciation and articulation."
Q551,Manx Literature,The study of literature originally written in Manx. Includes the use of techniques of literary analysis and interpretation.
Q560,Welsh,"The study of the history, grammar and use of Welsh. Includes acquisition, pronunciation and articulation."
Q561,Welsh Literature,The study of literature originally written in Welsh. Includes the use of techniques of literary analysis and interpretation.
Q570,Cornish,"The study of the history, grammar and use of Cornish. Includes acquisition, pronunciation and articulation."
Q571,Cornish Literature,The study of literature originally written in Cornish. Includes the use of techniques of literary analysis and interpretation.
Q580,Breton,"The study of the history, grammar and use of the language of Brittany. Includes acquisition, pronunciation and articulation."
Q581,Breton Literature,The study of literature originally written in Breton. Includes the use of techniques of literary analysis and interpretation.
Q590,Celtic studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Celtic studies categories. To be used sparingly.
Q600,Latin studies,"The study of Latin, its structure, history, grammar and use. May involve investigation into its relationship with modern day speech and language. May also involve the study of literature texts using the techniques of literary analysis and interpretation."
Q610,Latin Language,"The study of the history, grammar and use of Latin. Includes acquisition, pronunciation and articulation."
Q611,Church Latin,"The study of the history and grammar of ecclesiastical Latin and how it differs from standard Latin. Includes acquisition, pronunciation and articulation."
Q612,Medieval Latin,The study of the history and grammar of vernacular Latin used in legal documents and how it differs from standard Latin. Includes acquisition and individual written forms.
Q620,Latin Literature,The study of literature originally written in Latin. Includes the use of techniques of literary analysis and interpretation.
Q630,Latin Literature in Translation,The study of literature originally written in Latin and translated into English. Includes the use of techniques of literary analysis and interpretation.
Q690,Latin studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Latin studies categories. To be used sparingly.
Q700,Classical Greek studies,"The study of Classical Greek, its structure, history, grammar and use. May involve investigation into its relationship with modern day speech and language. May also involve the study of language texts using the techniques of literary analysis and interpretation."
Q710,Classical Greek Language,"The study of the history, grammar and use of Classical Greek. Includes acquisition, pronunciation and articulation."
Q711,Classical Church Greek,"The study of the history, grammar and use of ecclesiastical Classical Greek and how it differs from standard Classical Greek. Includes acquisition, pronunciation and articulation."
Q712,Late Greek,"The study of the history, grammar and use of the Greek used in Eastern churches and how it differs from standard Classical Greek. Includes acquisition, pronunciation and articulation."
Q720,Classical Greek Literature,The study of literature originally written in Classical Greek. Includes the use of techniques of literary analysis and interpretation.
Q730,Classical Greek Literature in Translation,The study of literature originally written in Classical Greek and translated into English. Includes the use of techniques of literary analysis and interpretation.
Q790,Classical Greek studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other Classical Greek studies categories. To be used sparingly.
Q800,Classical studies,Study of the civilisation of Ancient Greece and Rome. May involve investigation into their relationship with modern day civilisation.
Q890,Classical studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into the other Classical studies categories. To be used sparingly.
Q900,"Others in Linguistics, Classics and related subjects","Miscellaneous grouping for related subjects which do not fit into the other Linguistics, Classics and related subjects categories. To be used sparingly."
Q910,Translation studies,"The study, analysis and interpretation of the techniques of translation from one language into another."
Q920,Translation theory,"The study, analysis and interpretation of the processes of translation from one language into another."
Q990,"Linguistics, Classics and related subjects not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Others in Linguistics, Classics and related subjects categories. To be used sparingly."
R000,"European Languages, Literature and related subjects",
R100,French studies,"The study of the French Language, its structure, history, grammar and use. May include study of French culture and literature using the techniques of literary analysis and interpretation."
R110,French Language,"The study of the French language, its structure, history, grammar and use. Includes acquisition, pronunciation and articulation."
R120,French Literature,The study of French literature using the techniques of literary analysis and interpretation.
R130,French Society and Culture,The study of French society and culture.
R190,French studies not elsewhere classified,Miscellaneous grouping for related subjects which do not fit into other French studies categories. To be used sparingly.
R200,German studies,"The study of the German language, its structure, history, grammar and use. May include study of German culture and literature using the techniques of literary analysis and interpretation."
R210,German Language,"The study of the German language, its structure, history, grammar and use. Includes acquisition, pronunciation and articulation."
