"K290","Building not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Building categories. To be used sparingly.",""
"K300","Landscape & garden design","The study of the design, construction and management of land-based space and scenery.",""
"K310","Landscape architecture","The study of the planning, design, construction and management of large land-based spaces within the context of human activity in the urban or natural environment.",""
"K320","Landscape studies","The planning and management of the built and natural environment as landscape.",""
"K330","Landscape design","The study of the design, construction and management of domestic land-based space and scenery. Includes buildings within the landscape and the habitat surrounding them.",""
"K340","Garden design","The study of the design, construction and management of public and private gardens. ",""
"K341","Garden horticulture","The study of horticulture with specific reference to public and private gardens.",""
"K390","Landscape & garden design not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Landscape & garden design categories. To be used sparingly.",""
"K400","Planning (urban, rural & regional)","The study of the interaction between town and country land use. Includes the use of land for building.",""
"K410","Regional planning","The preparation of strategic plans for the development of a region.",""
"K420","Urban & rural planning","The planning of the infrastructure and development of settlements, including new towns and the management of change.",""
"K421","Urban planning","The planning of the infrastructure, development and management of settlement in towns.",""
"K422","Rural planning","The planning of the infrastructure, development and management of settlement in the country.",""
"K430","Planning studies","Reconciliation of the dynamics of the economic, environmental and social effects in the planning context.",""
"K440","Urban studies","The interaction of the planning process and management policies on the built environment.",""
"K450","Housing","The development and management of housing projects in the private and social sectors and in land use planning.",""
"K460","Transport planning","The development and management of transportation systems.",""
"K490","Planning (urban, rural & regional) not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Planning (Urban, Rural and Regional) categories. To be used sparingly.",""
"K900","Others in architecture, building & planning","Miscellaneous grouping for related subjects which do not fit into the other Architecture, Building and Planning categories. To be used sparingly.",""
"K990","Architecture, building & planning not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Architecture, Building and Planning categories. To be used sparingly.",""
"L000","SOCIAL STUDIES","",""
"L100","Economics","The systematic study of the production, conservation and allocation of resources in conditions of scarcity, together with the organisational frameworks related to these processes.",""
"L110","Applied economics","The study of the application of economic principles and analytical techniques to the study of particular industries, activities or the exploitation of particular resources.",""
"L111","Financial economics","The study of the application of economic principles and analytical techniques in the area of finance.",""
"L112","Agricultural economics","The study of the application of economic principles and analytical techniques in the area of agriculture.",""
"L113","Economic policy","The study of the application of economic principles and analytical techniques in the area of government policy.",""
"L120","Microeconomics","The study of the branch of economics concerned with particular commodities, firms or individuals and the economic relationships between them.",""
"L130","Macroeconomics","The study of the economic environment within which firms and individuals may operate.",""
"L140","Econometrics","The study of the systematic mathematical and statistical analysis of economic phenomena and problems.",""
"L150","Political economics","The study of the branch of economics which deals with the economic implications of political policy.",""
"L160","International economics","The systematic study and analysis of international commercial behaviour and trade policy.",""
"L170","Economic systems","The study of economic systems based upon particular doctrines.",""
"L171","Capitalism","The study of the economic system which is based upon the private ownership of the means of production, distribution and exchange.",""
"L172","Monetarism","The study of the system based upon the theory that an economy can be regulated by means of central control of the money supply.",""
"L173","Keynesianism","The system based upon the idea that governments can manage economies by influencing the level of aggregate demand.",""
"L174","Collectivism","The study of the system based upon the principle of ownership of the means of production, distribution and exchange by the state, or the people.",""
"L190","Economics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Economics categories. To be used sparingly.",""
"L200","Politics","The study of activities related to the institution of the state and the machinery of government or the method through which social conflict is expressed and attempts to resolve conflict are made.",""
"L210","Political theories","Collections of ideas that seek to explain the organisation of society and/or resolve conflicts within society.",""
"L211","Liberalism","Political doctrine that emphasises the freedom of the individual and individual rights while minimising the need for external constraints.",""
"L212","Conservatism","Political doctrine that emphasises the need for ordered control of society through the organisation of the state and the upholding of existing traditions and values.",""
"L213","Socialism","Political doctrine that espouses social organisation of society based on co-operation, collectivism, egalitarianism and the communal ownership of the means of production.",""
"L214","Nationalism","Political doctrine that promotes the self-determination of the nation.",""
"L215","Fascism","Political doctrine that emphasises the dominance and the hierarchical authoritarian organisation of the state.",""
"L216","Feminism","Political doctrine that highlights and attempts to reverse any inequalities in society based on gender differences.",""
"L217","Environmentalism","Political doctrine that believes that human life can only be understood in the context of the natural world and that progress lies in the preservation of the natural environment.",""
"L218","Anarchism","Political doctrine that advocates the abolition of central authority so that a more natural social order can develop.",""
"L220","Political systems","The study of the organisation and functions of various methods of government.",""
"L221","Autocracy","The system of government that embodies the rule of an individual with unrestricted authority.",""
"L222","Democracy","The system of government based on the consent of the governed.",""
"L223","Plutocracy","The system of government that embodies the rule of the wealthy.",""
"L224","Oligarchy","The system of government that embodies the rule of the few over the many.",""
"L230","UK government/parliamentary studies","The examination of the structure and function of the UK system of government.",""
"L231","Public administration","The study of the functions and structure of those bodies concerned with the administrative duties of government.",""
"L232","UK constitutional studies","The examination of the nature, content, implications and role of the UK constitution in the UK system of government.",""
"L240","International politics","The study of political structures, functions and theories among the international community.",""
"L241","European Union politics","The study of the structures, functions and theories of politics within the European Union.",""
"L242","Commonwealth politics","The study of the structures, functions and theories of politics within the Commonwealth.",""
"L243","Politics of a specific country/region","The study of the structures, functions and theories of politics within a specific country or region.",""
"L244","International constitutional studies","The examination of the nature, content, implications and role of constitutions in international systems of government.",""
"L250","International relations","The study of the interaction between members of the international community.",""
"L251","Strategic studies","The study of strategies designed to promote and defend the autonomy and interests of a country within the international community.",""
"L252","War & peace studies","The examination of the procedures and processes that contribute to war or peace.",""
"L253","International criminology","The study of the interaction between members of the international criminal justice community.",""
"L260","Comparative politics","The comparative study of differing political structures, political functions and political theories.",""
"L290","Politics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Politics categories. To be used sparingly.",""
"L300","Sociology","The systematic study of human social institutions and social relationships.",""
"L310","Applied sociology","The study of the application of sociological principles and techniques to particular social institutions or types of social relationship.",""
"L311","Applied criminology","The study of the application of criminological principles and techniques to particular social institutions, relationships or problems.",""
"L312","Victimology","The study of the conceptualisation and role of the victim within the criminal justice system.",""
"L320","Gender studies","The study of the sociological influence of gender.",""
"L321","Women's studies","The study of the role and influence of women in society.",""
"L322","Men's studies","The study of the role and influence of men in society.",""
"L330","Ethnic studies","The study of the sociological influence of ethnicity.",""
"L340","Disability in society","The study of the sociological influence of disability.",""
"L350","Religion in society","The study of the sociological influence of religion.",""
"L360","Socio-economics","The study of the interrelationship between sociological and economic factors.",""
"L370","Social theory","The study of the concept of social behaviour.",""
"L371","Social hierarchy","The study of social stratification.",""
"L380","Political sociology","The study of the sociological dimensions of politics.",""
"L390","Sociology not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Sociology categories. To be used sparingly.",""
"L391","Sociology of science & technology","The study of the influence of new scientific and technological developments on society.",""
"L400","Social policy","The study of the policies of institutions which are designed to modify the balance of sociological factors.",""
"L410","UK social policy","The study of the policies of UK institutions which are designed to modify the balance of sociological factors.",""
"L420","International social policy","The study of the policies of international institutions which are designed to modify the balance of sociological factors.",""
"L430","Public policy","The study of policies implemented by local and central governments to influence sociological factors.",""
"L431","Health policy","The study of policies implemented by local and central governments to influence the public health of societies.",""
"L432","Welfare policy","The study of policies implemented by local and central governments to provide support for vulnerable and under-privileged members of society.",""
"L433","Education policy","The study of policies implemented by local and central governments to provide for the educational needs of society.",""
"L434","Transport policy","The study of policies implemented by local and central governments to provide for the transportation needs of society.",""
"L435","Security policy","The study of policies implemented by local and central governments to uphold and defend the structure and authority of the state.",""
"L436","Emergency services policy","The study of policies implemented by local and central governments to support the emergency services.",""
"L437","Criminal justice policy","The study of policies implemented by local and central governments to influence and support criminal justice in society.",""
"L490","Social policy not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Social Policy categories. To be used sparingly.",""
"L500","Social work","The study of the organised means of providing basic support services for vulnerable/under-privileged individuals and/or groups.",""
"L510","Health & welfare","The study of Social Work services aimed at support of the health and welfare of vulnerable/under-privileged individuals and/or groups.",""
"L520","Child care","The study of Social Work services aimed at support of vulnerable/under-privileged children in society.",""
"L530","Youth work","The study of Social Work services aimed at support of vulnerable/under-privileged youths in society.",""
"L540","Community work","The study of Social Work services aimed at support of vulnerable/under-privileged people within particular communities in society.",""
"L541","Community justice","The study of voluntary sector services aimed at the support of victims and/or provision to offenders.",""
"L550","Careers guidance","The study of the provision of support services aimed at helping people to make informed and rational career decisions.",""
"L560","Probation/after-care","The study of the provision of services aimed at supervising criminal offenders and supporting their rehabilitation into society following punishment.",""
"L590","Social work not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Social Work categories. To be used sparingly.",""
"L600","Anthropology","The study of human beings, their antecedents and related primates, and their cultural behaviour and institutions, in comparative perspective.",""
"L610","Social & cultural anthropology","The branch of Anthropology that deals with social phenomena such as kinship systems or beliefs.",""
"L611","Criminological theory","The systematic study of crime, criminal behaviour, causes and prevention.",""
"L620","Physical & biological anthropology","The branch of Anthropology that deals with physical and biological factors in societies.",""
"L690","Anthropology not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Anthropology categories. To be used sparingly.",""
"L700","Human & social geography","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life.",""
"L710","Human & social geography by area","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and To animal life in a particular area.",""
"L711","Human & social geography of Europe","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the European continent.",""
"L712","Human & social geography of Asia","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the Asian continent.",""
"L713","Human & social geography of Africa","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the African continent.",""
"L714","Human & social geography of Australasia","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the Australasian continent.",""
"L715","Human & social geography of the Americas","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the American continent.",""
"L716","Human & social geography of the Arctic/Antarctic","The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life in the Arctic and Antarctic continents.",""
"L720","Human & social geography by topic","The study of particular topics within Human and Social Geography.",""
"L721","Economic geography","The study of the relationship between economic factors and the distribution and interaction of people with the natural environment.",""
"L722","Urban geography","The study of the relationship between people and the environment in towns and cities.",""
"L723","Political geography","The study of the influence of political factors in the distribution of populations and their effect on the environment.",""
"L724","Transport geography","The study of the influence of travel and transport on populations and the environment.",""
"L725","Historical geography","The study of earlier and continuing topographical, topological and social developments and their influence on populations and the environment.",""
"L726","Cultural geography","The study of the influence of beliefs and value systems on populations and the environment.",""
"L727","Agricultural geography","The study of agricultural influences on populations and the environment.",""
"L728","Human Demography","The statistical study of any kind of human population that changes over time or space. Includes the study of the size, structure and distribution of human populations and spatial and/or temporal changes in them in response to birth, migration, aging and death.",""
"L790","Human & social geography not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Human and Social Geography categories. To be used sparingly.",""
"L800","Development studies","The study of global and local processes of cultural, demographic, economic, environmental, political, technological and social change in low and middle income parts of the world, with particular reference to structures and institutions, the changing relationships between developed and developing countries and the critical interrogation of theories of these processes and relationships, and of development policy.",""
"L900","Others in social studies","Miscellaneous grouping for related subjects which do not fit into the other Social studies categories. To be used sparingly.",""
"L990","Social studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Social studies categories. To be used sparingly.",""
"M000","LAW","",""
"M100","Law by area","The study of the law as defined in particular geographic regions.",""
"M110","UK legal systems","The study of the law of the United Kingdom.",""
"M111","English law","The study of the Law of England.",""
"M112","Welsh law","The study of the law of Wales.",""
"M113","Northern Irish law","The study of the law of Northern Ireland.",""
"M114","Scottish law","The study of the law of Scotland.",""
"M120","European Union law","The study of European law.",""
"M130","Public international law","The study of the law governing countries beyond the boundaries of the European Union.",""
"M140","Comparative law","The study of different legal structures and systems.",""
"M190","Law by area not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Law by Area categories. To be used sparingly.",""
"M200","Law by topic","The study of particular aspects of law.",""
"M210","Public law","The study of the definition and application of public law.",""
"M211","Criminal law","The study of the definition and application of criminal law.",""
"M220","Private law","The study of the definition and application of private law.",""
"M221","Business & commercial law","The study of the definition and application of business and commercial law.",""
"M222","Contract law","The study of the law of contracts.",""
"M223","Property law","The study of the law of property.",""
"M224","Torts","The study of civil wrongs and injuries.",""
"M240","Jurisprudence","The science or philosophy of law.",""
"M250","Legal practice","The study of the duties and requirements of legal representation.",""
"M260","Medical law","The study of the law relating to the practice of medicine.",""
"M270","Sociology of law","The study of legal phenomena from a social and inter-disciplinary perspective bridging the divide between law, sociology, social policy and economics.",""
"M290","Law by topic not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Law by Topic categories. To be used sparingly.",""
"M900","Others in law","Miscellaneous grouping for related subjects which do not fit into the other Law categories. To be used sparingly.",""
"M990","Law not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Law categories. To be used sparingly.",""
"N000","BUSINESS AND ADMINISTRATIVE STUDIES","",""
"N100","Business studies","The study of organisations and the environment in which they operate.",""
"N110","European business studies","The study of organisations and their operations within Europe.",""
"N120","International business studies","The study of organisations and their operations throughout the world.",""
"N190","Business studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Business studies categories. To be used sparingly.",""
"N200","Management studies","The study of managing organisations.",""
"N210","Management techniques","The specific techniques for managing an organisation.",""
"N211","Strategic management","The techniques involved in the formation and implementation of a strategy within an organisation.",""
"N212","Creative management","Techniques for creative problem solving and the management of creativity in others.",""
"N213","Project management","The techniques specific to the planning, managing and monitoring of projects.",""
"N214","Change management","The specific techniques involved in the planning and management of change within an organisation.",""
"N215","Organisational development","The techniques involved in the development of an organisation's physical and human resources, structure and culture.",""
"N220","Institutional management","The study of the specific techniques required for the management of specific types of institutions.",""
"N223","Domestic management","The specific management techniques involved in the management of homes for the elderly or infirm, children's' homes, and other care homes.",""
"N224","Management & organisation of education","The study of the personnel and administration necessary for the efficient organisation of an education establishment. May include investigation of disparate subjects such as office skills, book-keeping, interpersonal skills, child welfare etc.",""
"N225","Criminal justice management","The study of the personnel and administration necessary for the efficient organisation of policing and the punishment and rehabilitation of offenders.",""
"N230","Land & property management","The techniques involved in the management of land, buildings and similar physical resources.",""
"N231","Land management","The techniques involved in the management of land.",""
"N232","Property management","The techniques involved in the management of buildings and other structures.",""
"N234","Property valuation & auctioneering","The specific techniques involved in the valuation and auctioneering of property.",""
"N240","Retail management","The specific techniques involved in the management of retail outlets.",""
"N250","Emergency & disaster management","The specific techniques for managing emergencies and disasters.",""
"N251","Emergency services management","The specific techniques involved in the management of emergency services.",""
"N252","Disaster management","The specific techniques required for the management of disasters.",""
"N290","Management studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Management studies categories. To be used sparingly.",""
"N300","Finance","The study of financial systems, regulations and reporting.",""
"N310","Banking","The study of the banking industry.",""
"N320","Investment & insurance","The study of the investment and insurance industries and the techniques used therein.",""
"N321","Investment","The study of the investment industry and the techniques used therein.",""
"N322","Insurance","The study of the insurance industry and the techniques used therein.",""
"N323","Actuarial science","The application of statistical concepts within the financial industry.",""
"N330","Taxation","The study of the rules and operations of taxation systems.",""
"N340","Financial management","The study of the management of money, capital and credit.",""
"N341","Financial risk","The study of the risks involved in the handling of money, capital and credit.",""
"N390","Finance not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Finance categories. To be used sparingly.",""
"N400","Accounting","The study of the rules, standards and methods of financial accounting within organisations.",""
"N410","Accountancy","The application of the rules, standards and methods of financial accounting within organisations.",""
"N411","Cost & management accountancy","The application cost and management accounting techniques within organisations.",""
"N412","Public accountancy","The application of accounting techniques that are specific to public sector organisations.",""
"N413","Book keeping","The techniques involved in recording financial information within organisations.",""
"N420","Accounting theory","The study of the theoretical basis of accounting practice.",""
"N421","Auditing of accounts","The specific techniques involved in auditing financial accounts.",""
"N422","Financial reporting","The study of specific techniques involved in explaining and disclosing transactions involving money, capital and credit.",""
"N490","Accounting not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Accounting categories. To be used sparingly.",""
"N500","Marketing","The techniques involved in the management of an organisation's relationship with its customers and the world at large.",""
"N510","Market research","The specific techniques involved in the identification, definition and research of markets for an organisation's products or services.",""
"N520","Sales management","The specific techniques involved in the management of a sales function within an organisation.",""
"N530","Distribution","The techniques involved in delivering a product or service to a customer or end user.",""
"N550","International marketing","The specific techniques involved in marketing goods or services to other countries or cultures.",""
"N560","Promotion & advertising","The techniques involved in the promotion and advertising of an organisation or an organisation's products.",""
"N561","Advertising","The study of promotional displays, whether presented orally or visually, in order to sell items and services or to publicise events. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves.",""
"N562","Corporate image","The study of the way an organisation is perceived by its members and the public. Includes the impact of promotional displays in order subliminally to recall a particular company or product.",""
"N563","Sponsorship","The study of the provision of funds for an activity or charity in order to gain publicity.",""
"N590","Marketing not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Marketing categories. To be used sparingly.",""
"N600","Human resource management","The specific techniques involved in the management and development of an organisation's human resources.",""
"N611","Industrial relations","The specific techniques involved in the management of people in a situation involving trade unions or similar staff organisations.",""
"N612","Staff development","The specific techniques involved in the development of an organisation's human resources.",""
"N613","Training methods","The study of specific techniques involved in teaching within a business environment.",""
"N614","Recruitment methods","The study of specific techniques involved in recruitment.",""
"N620","Health & safety issues","The study of issues relating to health and safety in the workplace.",""
"N690","Human resources management not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Human Resources Management categories. To be used sparingly.",""
"N700","Office skills","The generic skills involved in organisational administration.",""
"N710","Office administration","The skills involved in office administration and management.",""
"N720","Secretarial & typing skills","Generic secretarial skills.",""
"N721","Audio typing","The typing of documents from a spoken source.",""
"N722","Shorthand & shorthand transcription","Study of shorthand writing and transcription back into normal English.",""
"N790","Office skills not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Office skills categories. To be used sparingly.",""
"N800","Hospitality, leisure, sport, tourism & transport","The study of travel, event management, tourism, transport, hospitality, recreation, sport management and leisure.","N221"
"N810","Travel management","The specific study of the travel industry, its structure, regulation and distribution methods.",""
"N820","Event management","The study of managing one-off events such as conferences, shows and visits.",""
"N830","Tourism","The study of UK and international tourism.","N840"
"N831","Tourism studies","The study of the impact and development of tourism.",""
"N832","Tourism management","The study of the management of tourism.",""
"N850","Transport studies","The study of the organisation and management of transport systems.",""
"N851","Land travel","The study of the organisation and management of land-based transport systems. Includes transport by rivers, lakes and canals.",""
"N852","Sea travel","The study of the organisation and management of salt-water transport systems.",""
"N853","Air travel","The study of the organisation and management of air transport systems.",""
"N860","Hospitality","The study of the provision of food, drink and accommodation in a service context. Includes event management.",""
"N861","Hospitality studies","The study of the nature and provision of hospitality.",""
"N862","Hospitality management","The study of the hospitality industry and its management.",""
"N870","Recreation & leisure studies","The study of the nature, provision and impact of recreation and leisure and their management and development.","N222"
"N871","Spa management","The study of the organisation and management of spas.",""
"N872","Salon management","The study of the organisation and management of salons.",""
"N880","Sport management","The study of management theories, concepts and principles of practice in the context of sport industries, organisations and initiatives.",""
"N890","Hospitality, leisure, sport, tourism & transport not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Hospitality, leisure, sport, tourism & transport categories. To be used sparingly.",""
"N900","Others in business & administrative studies","Miscellaneous grouping for related subjects which do not fit into the other Business and Administrative studies categories. To be used sparingly.",""
"N990","Business & administrative studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Business and Administrative categories. To be used sparingly.",""
"P000","MASS COMMUNICATION AND DOCUMENTATION","",""
"P100","Information services","The study of the administration of information resources and services. Includes the collection, sorting and ordering of data and information. Encompasses the cataloguing of sources and the arrangement of archives. May include care, management and organisation of exhibits.",""
"P110","Information management","The study of the specification, use and availability of information services.",""
"P120","Librarianship","The training of professional library staff in the administration of library resources and services.",""
"P121","Library studies","The study of the professional administration of library resources and services. Includes the collecting and cataloguing of information and archives.",""
"P130","Curatorial studies","The training of professional museum staff in the administration of museum resources and services.",""
"P131","Museum studies","The study of the professional administration, management and creation of museum resources and services. May include the care, management and organisation of exhibits, gallery studies, installations, outdoor and indoor collections and promotion.",""
"P132","Archive studies","The study of the professional administration of archive resources and services. Includes the collecting and cataloguing of information.",""
"P190","Information services not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Information Services categories. To be used sparingly.",""
"P200","Publicity studies","The study of the transmission of information and/or knowledge. Includes study of the techniques of attracting attention. May include media practices and production, cultural differences and communication on an individual, group or national basis.",""
"P210","Public relations","The study of creating, promoting and maintaining a favourable image among the public towards an individual or organisation.",""
"P290","Publicity studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Publicity studies categories. To be used sparingly.",""
"P300","Media studies","The study of communication between people through broadcasting, cinema, the press and by electronic means. May involve the study of the media industry, technical innovations and the role of audiences.",""
"P301","Television studies","The study of communication between people through television. May involve study of the television industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves.",""
"P302","Radio studies","The study of communication between people through radio. May involve study of the radio industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves.",""
"P303","Film studies","The study of communication between people through film. May involve study of the film industry, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the production of the artwork and ideas themselves.",""
"P304","Electronic media studies","The study of the communication of people through electronic media. May involve study of the internet, World Wide Web, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the equipment and technology.",""
"P305","Paper-based media studies","The study of the communication between people through paper-based media. May involve the study of books, newspapers and magazines, technical development and the role of audiences. Concentrates on business, management and financial aspects and not on the printing and technical expertise.",""
"P310","Media production","The study of the organisation and presentation of media events.",""
"P311","Television production","The study of the organisation and presentation of events on television.",""
"P312","Radio production","The study of the organisation and presentation of events on radio.",""
"P313","Film production","The study of the organisation and presentation of events on film.",""
"P390","Media studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Media studies categories. To be used sparingly.",""
"P400","Publishing","The study of the production, distribution and sale of information made available by printed, electronic or other means.",""
"P410","Electronic publishing","The study of the production, distribution and sale of information by electronic means.",""
"P411","Publishing on audio/video tape","The study of the production, distribution and sale of information on audio/video tape.",""
"P412","Publishing on CD-ROM","The study of the production, distribution and sale of information on CD-ROM.",""
"P413","Publishing via the World Wide Web","The study of the production, distribution and sale of information via the world wide web.",""
"P420","Multimedia publishing","The study of the production, distribution and sale of information in a variety of ways, in sequence or parallel.",""
"P430","Interactive publishing","The study of the production, distribution and sale of information which the recipient, with the right equipment, is able to interrogate and manipulate.",""
"P490","Publishing not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Publishing categories. To be used sparingly.",""
"P500","Journalism","The study of reporting, photographing and editing news stories. Includes the ownership and control of the press and the power it conveys. Also includes study of political, ethical and economic influences.",""
"P510","Factual reporting","The study of the dissemination of factual information.",""
"P590","Journalism not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Journalism categories. To be used sparingly.",""
"P900","Others in mass communications & documentation","Miscellaneous grouping for related subjects which do not fit into the other Mass Communications and Documentation categories. To be used sparingly.",""
"P990","Mass communications & documentation not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the Others in Mass Communications and Documentation categories. To be used sparingly.",""
"Q000","LINGUISTICS, CLASSICS AND RELATED SUBJECTS","",""
"Q100","Linguistics","The study of the nature of language, its development and acquisition. May involve some study of human vocal anatomy.",""
"Q110","Applied linguistics","The investigation of the acquisition of language and how to improve it. Includes study of language impairment and how to remedy it. Also includes Language Pathology.",""
"Q120","Historical linguistics","The study of the structure and development of languages, now dead, which form the root of modern languages. May also be called Philology.",""
"Q130","Phonetics & phonology","The study of speech and language from the point of view of sound analysis.",""
"Q131","Phonetics","The study of speech processes, including the production, perception and analysis of speech sound. Includes speech acoustics, anatomy and physiology.",""
"Q132","Phonology","The study of the sound systems of languages.",""
"Q140","Sociolinguistics","The study of socially-conditioned factors in language and language use.",""
"Q150","Psycholinguistics","The study of cognition and the effects of psychology on linguistic understanding and ability.",""
"Q160","British Sign Language","The study of British Sign language, its structure, history, grammar and use. This may include the study of the British deaf community and culture and interpretation between BSL and English. May also include the linguistic study of BSL and comparison with other signed and spoken languages.",""
"Q190","Linguistics not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into other Linguistics categories. To be used sparingly.",""
"Q200","Comparative literary studies","The study of the writers, literatures and literary history of various countries and languages using the techniques of literary analysis and interpretation.",""
"Q210","Literature in translation","The study, analysis and interpretation of literature translated into a language other than the one in which it was originally written.",""
"Q220","Literature in its original language","The study, analysis and interpretation of literature written in a language other than English.",""
"Q290","Comparative literary studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other Comparative Literary studies categories. To be used sparingly.",""
"Q300","English studies","The study of the English language and literature originally written in English using the techniques of literary analysis and interpretation. May involve studying the structure of the language, its history, grammar and use.",""
"Q310","English language","The study of the history, grammar and use of English. Includes pronunciation and articulation.",""
"Q320","English literature","The study of literature originally written in English. Includes the use of techniques of literary analysis and interpretation.",""
"Q321","English literature by period","The study of English Literature written within a particular chronological period.",""
"Q322","English literature by author","The study of the works of a particular author of English Literature.",""
"Q323","English literature by topic","The study of English Literature written describing particular cultures, societies, skills, periods of history, etc.",""
"Q330","English as a second language","The study of the structure and acquisition of English from the point of view of a non-native speaker. Includes pronunciation and articulation.",""
"Q340","English literature written as a second language","The study of English Literature written by authors whose native language is not English.",""
"Q350","Scots language","The study of the history, grammar and use of Scots. Includes pronunciation and articulation.",""
"Q360","Scots literature","The study of literature originally written in Scots. Includes the use of techniques of literary analysis and interpretation.",""
"Q370","Irish language","The study of the history, grammar and use of Irish. Includes pronunciation and articulation.",""
"Q380","Irish literature","The study of literature originally written in Irish. Includes the use of techniques of literary analysis and interpretation.",""
"Q390","English studies not elsewhere classified","Miscellaneous grouping for related subjects which do not fit into the other English studies categories. To be used sparingly.",""
"Q400","Ancient language studies","The study of ancient languages, their structure and semantics. May involve investigation into their linguistic, social and/or religious significance and their position as the basis for modern languages.","Q178"
"Q410","Ancient Egyptian","The study of the structure, semantics, cultural significance and hieroglyphics of ancient Egyptian.",""
"Q411","Coptic","The study of the structure, semantics and cultural significance of the Afro-Asiatic language descended from ancient Egyptian and surviving in the Coptic church.",""
"Q420","Classical Arabic","The study of the structure, semantics and cultural significance of classical Arabic.",""
"Q430","Akkadian","The study of the structure, semantics and cultural significance of the East Semitic branch of the Afro-Asiatic language used in central Mesopotamia.",""
"Q440","Sumerian","The study of the structure, semantics and cultural significance of the language of the Sumer civilisation which bears no known relationship to any other language.",""
"Q450","Sanskrit","The study of the structure, semantics and cultural significance of the oldest recorded branch of the Indic branch of the Indo-European ancient language of India.",""
"Q460","Prakrit","The study of the structure, semantics and cultural significance of the ancient vernacular language of India.",""
"Q470","Aramaic","The study of the structure, semantics and cultural significance of the ancient language of the Middle-East.",""
