IPP_CODE,IPO_SEQN,IPP_TITL,FAC_CODE,FAC_NAME,IPP_DPTC,DPT_NAME,IPO_AYRC,AYR_SNAM,IPO_BEGD,MOA_NAME,,
RRDCHESING01,14,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2013,2013/14,23-Sep-13,Full-time,,
RRDCHESING01,15,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2013,2013/14,23-Sep-13,Part-time,,
RRDEENSING01,12,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDEENSING01','Research Degree:  Electronic and Electrical Engineering','Research Degree:  Electronic and Electrical Engineering');","insert into project(code, title, description, program_id) values ('ELECN_ENG','Electronic and Electrical Engineering','Electronic and Electrical Engineering',(select id from program where code='RRDEENSING01'));"
RRDEENSING01,13,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2012,2012/13,24-Sep-12,Part-time,,
RRDCLASING01,14,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2013,2013/14,23-Sep-13,Full-time,,
RRDCLASING01,15,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2013,2013/14,23-Sep-13,Part-time,,
RRDCMPSING01,14,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2013,2013/14,23-Sep-13,Full-time,,
RRDEENSING01,14,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Full-time,,
RRDEENSING01,15,Research Degree:  Electronic and Electrical Engineering,ENG,Faculty of Engineering Sciences,ELECN_ENG,Electronic and Electrical Engineering,2013,2013/14,23-Sep-13,Part-time,,
RRDMECSING01,12,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDMECSING01','Research Degree:  Mechanical Engineering','Research Degree:  Mechanical Engineering');","insert into project(code, title, description, program_id) values ('MECHN_ENG','Mechanical Engineering','Mechanical Engineering',(select id from program where code='RRDMECSING01'));"
RRDDEVSING01,14,Research Degree:  Development Planning Unit,BEN,Faculty of the Built Environment,DEVPU_BEN,Development Planning Unit,2013,2013/14,23-Sep-13,Full-time,,
RRDDORSING01,14,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2013,2013/14,23-Sep-13,Full-time,,
RRDDORSING01,15,Research Degree: Division of Research Strategy,BMS,Faculty of Biomedical Sciences,DORSD_BMS,Division of Research Strategy,2013,2013/14,23-Sep-13,Part-time,,
RRDDSCS4YR01,14,Research Degree: Developmental and Stem Cell Biology (4 years),LIF,Faculty of Life Sciences,BIOSC_LIF,Division of Biosciences,2013,2013/14,23-Sep-13,Full-time,,
RRDDUTSING01,14,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Full-time,,
RRDDUTSING01,15,Research Degree:  Dutch,ART,Faculty of Arts and Humanities,DUTCH_ART,Dutch,2013,2013/14,23-Sep-13,Part-time,,
RRDEARSING01,14,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDEARSING01,15,Research Degree:  Earth Sciences,MAP,Faculty of Mathematical and Physical Sciences,EARTH_MAP,Earth Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDEDIS4YR01,5,Research Degree: Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDEDISING01,14,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDEDISING01,15,Research Degree:  Eastman Dental Institute,MDS,Faculty of Medical Sciences,EASTD_MDS,Eastman Dental Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDMECSING01,13,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2012,2012/13,24-Sep-12,Part-time,,
RRDMECSING01,14,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2013,2013/14,23-Sep-13,Full-time,,
RRDMECSING01,15,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2013,2013/14,23-Sep-13,Part-time,,
RRDEESSING01,14,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDEESSING01,15,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDEINSING01,14,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDEINSING01,15,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDENGSING01,14,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2013,2013/14,23-Sep-13,Full-time,,
RRDENGSING01,15,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2013,2013/14,23-Sep-13,Part-time,,
RRDENRSING01,10,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2013,2013/14,23-Sep-13,Full-time,,
RRDENRSING01,11,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2013,2013/14,23-Sep-13,Part-time,,
RRDEPDSING01,14,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2013,2013/14,23-Sep-13,Full-time,,
RRDEPDSING01,15,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2013,2013/14,23-Sep-13,Part-time,,
RRDEURSING01,14,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDEURSING01,15,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDFRESING01,14,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2013,2013/14,23-Sep-13,Full-time,,
RRDFRESING01,15,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2013,2013/14,23-Sep-13,Part-time,,
RRDGCNSING01,14,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2013,2013/14,23-Sep-13,Full-time,,
RRDGEOSING01,14,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2013,2013/14,23-Sep-13,Full-time,,
RRDGEOSING01,15,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2013,2013/14,23-Sep-13,Part-time,,
RRDGERSING01,14,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2013,2013/14,23-Sep-13,Full-time,,
RRDGERSING01,15,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2013,2013/14,23-Sep-13,Part-time,,
RRDBMSSING01,1,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2011,2011/12,26-Sep-11,Full-time,,
RRDBMSSING01,2,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2011,2011/12,26-Sep-11,Part-time,,
RRDBMSSING01,4,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBMSSING01,5,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2012,2012/13,24-Sep-12,Part-time,,
RRDBMSSING01,6,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2012,2012/13,24-Sep-12,Full-time,,
RRDBMSSING01,7,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDBMSSING01,8,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDBMSSING01,9,Research Degree: Faculty of Biomedical Sciences,BMS,Faculty of Biomedical Sciences,BMSCI_BMS,Faculty of Biomedical Sciences,2013,2013/14,23-Sep-13,Full-time,,
RRDHARSING01,14,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2013,2013/14,23-Sep-13,Full-time,,
RRDHARSING01,15,Research Degree:  History of Art,SHS,Faculty of Social and Historical Sciences,HARTD_SHS,History of Art,2013,2013/14,23-Sep-13,Part-time,,
RRDHEBSING01,14,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDHEBSING01,15,Research Degree:  Hebrew and Jewish Studies,ART,Faculty of Arts and Humanities,HEBRW_ART,Hebrew and Jewish Studies,2013,2013/14,23-Sep-13,Part-time,,
RRDHISSING01,14,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2013,2013/14,23-Sep-13,Full-time,,
RRDHISSING01,15,Research Degree:  History,SHS,Faculty of Social and Historical Sciences,HISTR_SHS,History,2013,2013/14,23-Sep-13,Part-time,,
RRDICHS4YR01,13,Research Degree: Britsh Heart Foundation Child Health (4 years),PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Full-time,,
RRDICHSING01,14,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Full-time,,
RRDICHSING01,15,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2013,2013/14,23-Sep-13,Part-time,,
RRDICSSING01,14,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2013,2013/14,23-Sep-13,Full-time,,
RRDMDNSING01,10,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2011,2011/12,26-Sep-11,Full-time,,
RRDMDNSING01,11,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2011,2011/12,26-Sep-11,Part-time,,
RRDMDNSING01,12,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2012,2012/13,24-Sep-12,Full-time,,
RRDMDNSING01,13,Research Degree: Division of Medicine,MDS,Faculty of Medical Sciences,MEDCN_MDS,Division of Medicine,2012,2012/13,24-Sep-12,Part-time,,
DDNCHESMMS09,9,EngD Molecular Modelling and Materials Science,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2013,2013/14,23-Sep-13,Full-time,,
RRDMPHSING01,12,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDMPHSING01','Research Degree:  Medical Physics','Research Degree:  Medical Physics');","insert into project(code, title, description, program_id) values ('MPHYS_ENG','Medical Physics and Bioengineering','Medical Physics and Bioengineering',(select id from program where code='RRDMPHSING01'));"
RRDMPHSING01,13,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2012,2012/13,24-Sep-12,Part-time,,
RRDMPHSING01,14,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Full-time,,
DDYPSYSCLI01,15,DClinPsy Clinical Psychology,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Full-time,,
DDRSLTSING01,15,Doctor in Speech and Language Therapy,BRN,Faculty of Brain Sciences,PSYLA_BRN,Division of Psychology and Language Sciences,2013,2013/14,23-Sep-13,Part-time,,
RRDEESSING01,10,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDEESSING01,11,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDEESSING01,12,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDEESSING01,13,Research Degree:  Slavonic and East European Studies,SES,School of Slavonic and Eastern European Studies,SSEES_SES,SSEES - School of Slavonic & East European Studies,2012,2012/13,24-Sep-12,Part-time,,
RRDEINSING01,10,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2011,2011/12,26-Sep-11,Full-time,,
RRDEINSING01,11,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2011,2011/12,26-Sep-11,Part-time,,
RRDEINSING01,12,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2012,2012/13,24-Sep-12,Full-time,,
RRDEINSING01,13,Research Degree:  Ear Institute,BRN,Faculty of Brain Sciences,EARIN_BRN,Ear Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDENGSING01,10,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2011,2011/12,26-Sep-11,Full-time,,
RRDENGSING01,11,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2011,2011/12,26-Sep-11,Part-time,,
RRDENGSING01,13,Research Degree:  English,ART,Faculty of Arts and Humanities,ENGLS_ART,English Language and Literature,2012,2012/13,24-Sep-12,Part-time,,
RRDEPDSING01,10,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2011,2011/12,26-Sep-11,Full-time,,
RRDEPDSING01,11,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2011,2011/12,26-Sep-11,Part-time,,
RRDEPDSING01,12,Research Degree:  Centre for the Advancement of Learning and Teaching,SHS,Faculty of Social and Historical Sciences,CALTG_SHS,Centre for the Advancement of Learning & Teaching,2012,2012/13,24-Sep-12,Full-time,,
RRDICHSING01,10,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Full-time,,
RRDICHSING01,11,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2011,2011/12,26-Sep-11,Part-time,,
RRDICHSING01,12,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Full-time,,
RRDICHSING01,13,Research Degree:  Institute of Child Health,PHS,Faculty of Population Health Sciences,CHILD_PHS,Institute of Child Health,2012,2012/13,24-Sep-12,Part-time,,
RRDICSSING01,10,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDICSSING01,12,Research Degree: Centre for intercultural Studies,ART,Faculty of Arts and Humanities,ICULT_ART,Centre for Intercultural Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDMECSING01,10,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2011,2011/12,26-Sep-11,Full-time,,
RRDMECSING01,11,Research Degree:  Mechanical Engineering,ENG,Faculty of Engineering Sciences,MECHN_ENG,Mechanical Engineering,2011,2011/12,26-Sep-11,Part-time,,
RRDMPHSING01,15,Research Degree:  Medical Physics,ENG,Faculty of Engineering Sciences,MPHYS_ENG,Medical Physics and Bioengineering,2013,2013/14,23-Sep-13,Part-time,,
RRDCOMSFNC01,10,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2012,2012/13,24-Sep-12,Full-time,"insert into program(code, title, description) values ('RRDCOMSFNC01','Research Degree: Financial Computing','Research Degree: Financial Computing');","insert into project(code, title, description, program_id) values ('COMPS_ENG','Computer Science','Computer Science',(select id from program where code='RRDCOMSFNC01'));"
RRDMEDSEDU01,10,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Full-time,,
RRDMEDSEDU01,11,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2011,2011/12,26-Sep-11,Part-time,,
RRDMEDSEDU01,12,Research Degree:  Division of Medical Education,MDS,Faculty of Medical Sciences,UCLMS_MDS,UCL Medical School,2012,2012/13,24-Sep-12,Full-time,,
RRDEURSING01,10,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2011,2011/12,26-Sep-11,Full-time,,
RRDEURSING01,11,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDEURSING01,12,Research Degree:  Centre for European Studies,ART,Faculty of Arts and Humanities,EURST_ART,Centre for European Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDFINSING01,11,Research Degree:  Slade School,ART,Faculty of Arts and Humanities,SLADE_ART,Slade School of Fine Art,2011,2011/12,26-Sep-11,Part-time,,
RRDIFNSING01,10,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2011,2011/12,26-Sep-11,Full-time,,
RRDIFNSING01,11,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2011,2011/12,26-Sep-11,Part-time,,
RRDIFNSING01,12,Research Degree: Division of Infection and Immunity,MDS,Faculty of Medical Sciences,INFEC_MDS,Division of Infection and Immunity,2012,2012/13,24-Sep-12,Full-time,,
RRDENRSING01,4,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2011,2011/12,26-Sep-11,Full-time,,
RRDENRSING01,5,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2011,2011/12,26-Sep-11,Part-time,,
RRDENRSING01,7,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2012,2012/13,24-Sep-12,Full-time,,
RRDENRSING01,8,Research Degree: UCL Energy Institute,BEN,Faculty of the Built Environment,ENERG_BEN,UCL Energy Institute,2012,2012/13,24-Sep-12,Part-time,,
RRDBOLSSYS01,4,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2011,2011/12,26-Sep-11,Full-time,,
RRDBOLSSYS01,5,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2011,2011/12,26-Sep-11,Part-time,,
RRDBOLSSYS01,7,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2012,2012/13,24-Sep-12,Full-time,,
RRDBOLSSYS01,8,Research Degree: Systems Biology,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2012,2012/13,24-Sep-12,Part-time,,
RRDCHESING01,10,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2011,2011/12,26-Sep-11,Full-time,,
RRDCHESING01,11,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2011,2011/12,26-Sep-11,Part-time,,
RRDCHESING01,12,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2012,2012/13,24-Sep-12,Full-time,,
RRDCHESING01,13,Research Degree:  Chemistry,MAP,Faculty of Mathematical and Physical Sciences,CHEMS_MAP,Chemistry,2012,2012/13,24-Sep-12,Part-time,,
RRDCIVSGEO01,10,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2011,2011/12,26-Sep-11,Full-time,,
RRDCIVSGEO01,11,"Research Degree:  Civil, Environmental and Geomatic Engineering",ENG,Faculty of Engineering Sciences,CIVLG_ENG,"Civil, Environmental and Geomatic Engineering",2011,2011/12,26-Sep-11,Part-time,,
RRDCOMSFNC01,13,Research Degree: Financial Computing,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2013,2013/14,23-Sep-13,Full-time,,
RRDCLASING01,10,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2011,2011/12,26-Sep-11,Full-time,,
RRDCLASING01,11,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2011,2011/12,26-Sep-11,Part-time,,
RRDCLASING01,12,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2012,2012/13,24-Sep-12,Full-time,,
RRDCLASING01,13,Research Degree:  Greek and Latin,ART,Faculty of Arts and Humanities,GRKLT_ART,Greek and Latin,2012,2012/13,24-Sep-12,Part-time,,
RRDFRESING01,11,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2011,2011/12,26-Sep-11,Part-time,,
RRDFRESING01,12,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2012,2012/13,24-Sep-12,Full-time,,
RRDFRESING01,13,Research Degree:  French,ART,Faculty of Arts and Humanities,FRENC_ART,French,2012,2012/13,24-Sep-12,Part-time,,
RRDGCNSING01,10,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2011,2011/12,26-Sep-11,Full-time,,
RRDGCNSING01,11,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2011,2011/12,26-Sep-11,Part-time,,
RRDGCNSING01,12,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Full-time,,
RRDGCNSING01,13,Research Degree:  Gatsby Computational Neuroscience Unit,LIF,Faculty of Life Sciences,GATSB_LIF,Gatsby Computational Neuroscience Unit,2012,2012/13,24-Sep-12,Part-time,,
RRDGEOSING01,11,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2011,2011/12,26-Sep-11,Part-time,,
RRDGEOSING01,12,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2012,2012/13,24-Sep-12,Full-time,,
RRDGEOSING01,13,Research Degree:  Geography,SHS,Faculty of Social and Historical Sciences,GEOGR_SHS,Geography,2012,2012/13,24-Sep-12,Part-time,,
RRDGERSING01,10,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2011,2011/12,26-Sep-11,Full-time,,
RRDGERSING01,11,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2011,2011/12,26-Sep-11,Part-time,,
RRDGERSING01,12,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2012,2012/13,24-Sep-12,Full-time,,
RRDGERSING01,13,Research Degree:  German,ART,Faculty of Arts and Humanities,GERMN_ART,German,2012,2012/13,24-Sep-12,Part-time,,
RRDINFSING01,10,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2011,2011/12,26-Sep-11,Part-time,,
RRDINFSING01,11,Research Degree: Information Studies,ART,Faculty of Arts and Humanities,INFST_ART,Information Studies,2012,2012/13,24-Sep-12,Full-time,,
RRDIONSING01,10,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2011,2011/12,26-Sep-11,Full-time,,
RRDIONSING01,11,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2011,2011/12,26-Sep-11,Part-time,,
RRDIONSING01,12,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2012,2012/13,24-Sep-12,Full-time,,
RRDIONSING01,13,Research Degree:  Institute of Neurology,BRN,Faculty of Brain Sciences,NEURO_BRN,Institute of Neurology,2012,2012/13,24-Sep-12,Part-time,,
RRDITASING01,10,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2011,2011/12,26-Sep-11,Full-time,,
RRDITASING01,11,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2011,2011/12,26-Sep-11,Part-time,,
RRDITASING01,12,Research Degree:  Italian,ART,Faculty of Arts and Humanities,ITALN_ART,Italian,2012,2012/13,24-Sep-12,Full-time,,
RRDCMPSING01,10,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2011,2011/12,26-Sep-11,Full-time,,
RRDCMPSING01,12,Research Degree:  COMPLEX,MAP,Faculty of Mathematical and Physical Sciences,CMPLX_MAP,Centre for Maths &Phys In Life Sci &Exprmntal Biol,2012,2012/13,24-Sep-12,Full-time,,
RRDCOMSING01,10,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Full-time,,
RRDCOMSING01,11,Research Degree:  Computer Science,ENG,Faculty of Engineering Sciences,COMPS_ENG,Computer Science,2011,2011/12,26-Sep-11,Part-time,,
